store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
778ba8e3-ac57-4435-85dd-8caaaf84318b,0.0,3.33,23.4,0.0,7.67,53.6
66b390a0-ef8c-454f-80e4-16bd71340cb2,0.0,8.04,57.1,0.0,5.44,37.29
eec74816-9766-49bb-a232-2c3ce814a9be,0.0,4.13,30.91,0.0,5.87,41.09
d8712a7e-0ebc-4767-a31e-00574f4c36b9,33.69,5.68,34.17,0.0,8.31,63.75
a22839ef-4841-4074-ab1d-f356ae348ee8,0.0,8.07,65.38,0.0,5.43,29.12
e2727e6a-10f4-4811-9ac6-947dfde55e62,0.0,3.6,25.25,0.0,7.9,55.25
dc8f201e-a869-4695-9cb4-9ddfb42b3a8c,4.69,11.03,73.32,0.0,5.97,44.68
7e5e1568-c5a6-467e-b801-5616b013a0dd,0.0,7.48,21.47,0.0,3.02,52.03
5e93e976-0623-4a3d-9cce-72f48cc9c928,8.62,6.13,43.04,25.07,7.85,54.88
cef8e455-14ac-49e7-820e-4cda8bcc78fc,0.0,3.64,29.41,0.0,7.86,53.09
6b37fba6-a084-4e5d-8ae3-4dc16c854691,0.0,3.17,22.28,0.0,7.83,54.72
1427aed8-3f67-4323-a874-2547ae18670a,4.69,13.17,88.18,0.0,0.0,3.99
dd7fd833-e44f-40e2-a6aa-c4d999774ad6,10.73,7.74,54.28,49.27,5.76,40.22
6e58226f-6cf1-4fcf-8c38-e01fce6621a7,0.0,4.29,34.14,0.0,5.71,37.86
ba6bb612-0305-445d-8b40-ba99a139a7c1,0.0,3.32,23.33,0.0,7.68,53.67
08af04ec-1d39-4792-9cb5-81a483348277,0.0,3.37,23.63,0.0,7.3,51.03
2228b70e-4c0e-4e2a-8a42-3bc96a7fdd08,0.01,5.99,44.0,34.66,8.01,54.0
bb907cc0-85df-473d-96e7-96739d3ee75b,4.44,6.06,41.45,30.23,7.94,56.55
1e7fe9e0-d79c-4dee-9fa0-82aedc2a79eb,0.0,3.67,25.8,0.0,7.33,51.2
638a06b8-6a75-48d5-a943-54bc05f573cc,0.0,3.09,21.74,0.0,7.57,52.93
dda91dd6-476e-4088-8688-acdcae433f7a,0.0,3.32,23.34,0.0,8.18,57.16
3ac18b00-e806-42b2-975c-c9a5e48061f9,0.0,10.03,73.02,0.0,5.97,42.95
474b6ebc-d09f-4270-aad1-d8b4bfd0d98c,1.91,6.02,44.19,32.76,7.98,53.81
cbd459b1-62a1-481b-a70f-59e2938febd4,0.0,2.71,19.07,0.0,7.79,54.43
a1350619-7ea4-4910-a05f-d91b83f928fc,4.69,11.54,80.49,0.0,5.96,42.01
40632bbd-78d8-48c1-96d1-f4b088314b65,4.69,11.41,92.77,0.0,5.59,26.23
0bab2448-2ab5-49f3-ab34-28f34b5eaaf9,0.0,4.22,29.61,0.0,8.28,57.89
ac5ea969-8f43-4cdf-9745-4a98028a949e,0.0,3.4,23.91,0.0,7.6,53.09
fc2b8a01-9291-4b09-a98a-738d2a9f4dca,0.0,7.47,42.96,0.0,6.02,51.43
9947ee90-7118-496e-a9c4-3b506ba0b6eb,0.0,4.55,33.94,0.0,7.95,55.56
a8820734-0192-48d9-8c97-cd1eb15feb67,0.0,6.06,55.33,0.0,5.44,29.17
23ae0fef-a5cd-4a37-9a56-b163813035e6,0.0,2.96,20.82,0.0,7.7,53.85
a3805c5d-e5e6-4458-8b25-14856c87aaca,0.0,13.05,85.25,0.0,2.95,26.75
5772e2bd-71ea-42df-ab58-9c7697069c73,0.0,4.25,29.82,0.0,8.25,57.68
539c7878-a017-4a91-beb1-07cc4015c6e2,0.0,8.06,68.12,0.0,5.44,26.38
365c2d0d-3d07-4ac1-8fe5-a306142e94be,0.0,4.03,30.91,0.0,5.72,39.34
5d1de3a3-b090-4ff6-b40a-4079321ecc29,0.0,2.66,20.71,0.0,7.84,54.79
f4f360c8-b869-4836-aad5-41ef26021c1b,0.0,0.0,0.0,0.0,10.0,72.0
e2ee905b-d3f3-4127-b280-430c924a2906,4.69,14.05,98.01,0.0,2.95,20.99
ac5b2ca0-e372-40cd-b61b-693d7bee02bb,0.0,3.33,23.37,0.0,7.67,53.63
892e7b35-8e9a-4d31-9109-7db03387e57a,0.0,3.48,24.41,0.0,7.52,52.59
c716d0ce-f75d-45ed-9d87-6256bec40551,2.96,6.04,44.3,31.71,7.96,53.7
ce4cbb8e-da06-4f8d-9775-70bf428ba1a2,0.0,10.03,70.21,0.0,5.97,45.79
1445362d-45fa-4c3e-8b5e-ec560b5ea57c,0.0,0.0,0.0,60.0,9.0,75.0
8a9c885c-8691-4b51-952b-15b55ff2357f,0.0,0.0,0.0,0.0,13.0,90.0
05c68e05-c705-41a7-b69d-e45575fa3203,0.0,3.59,18.0,0.0,8.24,64.83
07a320ae-e5ee-4a3c-b78e-8e4529026189,0.0,0.0,0.0,0.0,10.0,68.5
345188e9-8130-458c-b63b-4723187805c3,0.0,5.54,39.37,0.0,5.46,37.63
9f663945-ccff-4e27-8d14-3782c2a0e519,0.0,7.47,43.68,0.0,6.02,50.7
a497a00b-a3f9-4fef-9049-acb04a811a58,0.0,5.07,36.47,0.0,7.93,56.53
562ebfee-135d-495d-b630-957c97bae730,11.22,6.17,43.34,22.46,7.81,54.57
23d550f6-31df-4676-8c9d-74ca225bbd37,0.0,4.31,29.42,0.0,5.69,39.08
ac8b4b83-fcfd-4c0d-9063-0415e8b09a72,0.0,3.31,23.26,0.0,7.36,51.41
c0a4e372-6b2e-46c3-a119-fff6052d38ee,34.67,0.0,0.0,0.0,13.0,91.0
31faf575-56c6-4547-a0d0-381ad76a54c3,0.0,0.0,0.0,60.0,24.0,168.0
4b8dce20-c1cb-44ea-b008-84663f170018,4.69,11.03,73.31,0.0,5.97,44.69
b10b99c4-94a5-456a-941e-93396832913d,0.0,3.31,23.26,0.0,7.69,53.74
805418a4-3f52-4cbc-89be-571708e06a03,0.0,3.66,25.67,0.0,6.84,47.83
f2686184-3b91-4236-9498-1150b28ced78,0.0,8.03,54.66,0.0,5.96,42.34
7011b2be-1ed4-448e-8565-702e2740dd8e,0.0,2.65,13.3,0.0,2.85,25.2
45e1810f-80e7-49a0-a8da-2dc9afc85c94,0.0,7.98,48.46,0.0,3.02,34.54
b2d9a889-f73c-4839-b91d-bed2b28b5d61,0.0,4.64,32.58,0.0,7.86,52.92
2dfc14de-ae62-464b-8c73-52090df1c534,0.0,3.76,26.39,0.0,7.24,50.61
7eb58a3b-00df-44ae-9ae0-432e017b5d1f,4.69,14.05,107.02,0.0,2.95,17.98
a73df026-bb9e-4120-828d-d6f81df993b9,0.0,3.92,29.41,0.0,5.83,40.84
79c3b00e-7cc6-4772-a9d8-bf3d35675151,0.0,0.0,0.0,60.0,24.0,168.0
f6369e14-2d43-4df0-8a2b-f49fa848b653,4.69,13.17,76.01,0.0,0.0,16.16
d41d8b69-5425-4f96-bf63-721c42c83dd0,4.33,6.06,41.43,30.34,7.94,56.56
2a3a880a-2864-4eb2-9b0d-ca416f289466,0.0,6.32,45.75,0.0,5.68,41.25
d268469a-efb8-417b-8ead-d3db7c38ba36,0.0,4.6,34.48,0.0,8.24,55.36
f5fbae5c-2669-4b4c-a84f-e0e9cf7bdc76,0.0,3.19,22.37,0.0,7.81,54.63
b7200a79-b1ac-4495-beac-0b1f17061fb7,33.69,5.91,41.46,0.0,8.08,56.46
c0321cd9-0d5c-493d-bb67-8e39a3590011,1.95,6.02,41.2,32.72,7.98,56.8
281f49d1-7710-4dc2-baa1-aac6b08823ba,0.0,3.39,23.83,0.0,8.11,56.67
a261087b-ca76-44e9-9a99-8299adf6c09a,0.0,3.19,24.44,0.0,7.31,51.06
5fc6cc30-21f9-4d37-8e6a-03b30f1c5b20,11.21,6.17,44.62,23.46,7.33,49.87
d8c95ab6-a9f7-464f-a4dd-4c7645e96a24,0.0,10.47,60.2,0.0,3.02,34.22
9fe432c5-c053-4951-abdc-4e8a5c1b3256,0.0,1.58,1.58,60.0,22.42,166.42
bf7dc571-600b-4556-8d29-9b06b5bc2ea2,0.0,6.31,39.41,0.0,5.44,42.84
0482449a-75a3-4eb9-bafc-0a47ec179c2d,0.0,3.7,26.0,0.0,7.3,51.0
79b0012d-3276-4434-9988-af0d7353988b,0.0,4.13,29.0,0.0,8.37,58.5
784851e0-2175-4f2a-8441-d16d88359857,0.0,0.0,0.0,0.0,11.0,77.0
75019bef-72b3-4519-8389-b06228a62cbb,0.0,4.91,34.42,0.0,8.08,56.46
bfe83e2c-fc19-4564-b057-7205cf9d12db,0.0,0.0,0.0,0.0,16.5,91.0
c29847cf-966e-47e0-a5bc-6d814fb01fb2,4.69,7.58,60.54,0.0,5.59,31.62
2614c49b-d3cf-48c4-a5a2-052e017117ae,0.0,0.0,0.0,0.0,11.0,77.0
80abbad4-f34e-4d7a-84e9-641b90837a8f,0.0,7.03,58.76,0.0,5.97,33.24
fc0bc6de-6bf6-41c8-ab34-a178a9a82781,0.0,3.36,23.57,0.0,7.31,51.1
8298991f-f82b-47e8-b30c-1025a96bb57f,33.69,5.63,39.54,0.0,8.35,58.38
5afc1281-c3a7-4332-a2e1-5ad4000f6af2,34.67,5.92,43.61,0.0,8.08,54.39
d8e407db-f58c-4de3-b307-339ddc755abf,0.0,0.0,0.0,60.0,12.98,90.88
d2b46d42-5229-4d3f-ae28-833edb986bb6,0.0,4.26,29.91,0.0,8.24,57.59
1a15b430-0b81-405a-82ca-c0957ecd4b38,0.0,5.27,38.83,0.0,5.98,39.92
652e05a6-f1dd-4356-ab2e-b17e6d08578d,0.0,3.47,24.37,0.0,7.53,52.63
a3b5bcef-dd0d-4159-979a-b96af3184dd8,0.0,4.32,32.47,0.0,8.18,55.03
f3d466c1-8f97-445c-b161-5da6eddf38d1,0.0,2.37,4.75,0.0,3.13,33.75
4428547a-8de5-486d-b9ac-6276345e19ba,5.66,6.08,44.06,29.01,7.42,50.44
38ad61f2-a790-475d-a3f1-1c24336608aa,0.0,3.59,25.23,0.0,7.41,51.77
535059b5-566b-446b-b87e-1fc6661ff48b,0.0,3.34,23.45,0.0,8.16,57.05
ae27e21e-35e8-4e85-8b79-5a0e0a6ec82d,0.0,3.37,23.68,0.0,7.63,53.32
85e63132-bbfe-4090-9a5c-4e6d920517cc,0.94,6.0,44.09,33.73,8.0,53.91
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,0.0,0.0,0.0,0.0,13.0,90.98
0eae8642-9aea-49d7-bf56-ab99114f0a8a,3.69,10.13,63.19,0.0,3.02,28.86
358b505f-c034-4bd7-8c22-7767cd3ca38d,0.0,9.98,57.34,0.0,3.02,35.63
83881ca3-0129-4449-a482-f993a9b60d7e,0.0,3.46,24.32,0.0,7.54,52.68
d1d17eaa-4168-46e3-8358-8fb6e5b2320a,0.0,8.48,44.5,0.0,3.02,36.0
ff59ad5a-b30f-4d2d-bbef-0cbb6c375424,4.69,13.17,90.45,0.0,0.0,1.72
5b6b6ac0-d133-45c8-9bdb-24eaff3ba946,5.96,0.77,11.77,54.04,7.23,44.23
fde780ae-d0ca-4eda-86eb-615ef07088df,0.0,3.45,24.2,0.0,7.55,52.8
afc54a63-ee4c-4ba5-822d-afb54a2676ec,0.0,4.59,34.43,0.0,8.25,55.4
a3d1ec03-9fef-4b4a-9f41-248e7800ea15,0.0,4.37,34.8,0.0,8.13,54.7
4cbb1172-2e3c-4e3b-af41-1fcd95faf6df,0.0,5.81,36.05,0.0,5.44,42.7
124a291b-1087-40fd-85cd-f5d52eafec76,0.0,4.36,34.71,0.0,8.14,54.79
f7812b3c-0c0c-448b-8574-f17b29c64ca3,0.0,3.9,27.38,0.0,8.1,56.62
fe1a340e-928a-483a-8ec6-8ab0d48d3793,0.0,3.19,22.36,0.0,7.81,54.64
3d718803-793d-4ef0-8ba4-7f8dad325450,0.0,4.68,34.83,0.0,7.82,54.67
43e5d7f6-5458-473d-b30d-e34674f25dee,33.69,5.78,40.56,0.0,8.2,57.35
50e2ab2c-6c0f-42b9-923c-457987719de1,0.0,0.0,0.0,60.0,12.98,90.88
06fec79a-9873-488a-9c6b-494c8294924b,0.0,0.0,0.0,0.0,11.5,80.5
924e2fde-1156-45ef-92a0-31fefcf5db9c,0.0,0.0,0.0,34.69,11.0,74.0
c1e8e247-373e-41cb-a395-565103fd024a,0.0,3.1,21.77,0.0,7.57,52.9
d7fac1f1-516d-43bd-8b40-901e48f56aee,0.0,3.34,23.46,0.0,7.33,51.21
a358fe54-a184-4122-b7c0-d8772f4d51ff,0.0,3.19,22.4,0.0,7.81,54.6
4093e636-2bc5-449d-8169-9a3fb890a36a,3.21,6.04,44.32,31.46,7.96,53.68
